"country","iso2c","iso3c","year","status","lastupdated","NY.GDP.PCAP.KD","NE.GDI.FTOT.KD.ZG","SE.SEC.ENRR","FP.CPI.TOTL.ZG","FS.AST.PRVT.GD.ZS","BX.TRF.PWKR.DT.GD.ZS","FR.INR.RINR","SL.TLF.CACT.ZS","region","capital","longitude","latitude","income","lending"
"Afghanistan","AF","AFG",2014,"","2025-10-07",575.146245808546,NA,54.2936515808105,4.67399603536345,3.94105709996345,1.23611373619901,14.3516893380043,47.096,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2015,"","2025-10-07",565.569730408751,NA,53.1501083374023,-0.661709164713771,3.98149379462535,1.82199581344675,12.2525481629518,47.165,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2016,"","2025-10-07",563.872336723147,NA,53.4350395202637,4.38389195513915,3.88832174612488,3.46484306572226,17.5839381624543,47.235,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2013,"","2025-10-07",580.603833333096,NA,54.8833694458008,7.38577178397856,4.3216854169302,1.72321110990224,9.78449594177918,47.026,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Africa Eastern and Southern","ZH","AFE",2023,"","2025-10-07",1412.62538438423,18.835023381614,45.1553916931152,7.12697482131851,48.2636040423351,2.01849425198702,NA,69.306943028933,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2011,"","2025-10-07",1449.85349970149,10.5231943995538,39.4915084838867,8.45987233408586,76.4476824403996,1.01958713691382,NA,70.9220415933804,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2012,"","2025-10-07",1436.27450997855,7.91669841456243,40.5120582580566,8.9396468278821,79.349560926695,1.02138815264589,NA,70.8742097956202,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2022,"","2025-10-07",1421.79716897878,8.82882406231707,45.2816200256348,10.7737512242899,46.1673933390725,1.73003596565321,NA,67.0076428594843,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2020,"","2025-10-07",1383.72411941014,-4.93987195068746,44.682559967041,5.40516207933395,56.7751621416746,1.46168643480668,NA,66.2909266940518,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2010,"","2025-10-07",1431.21195789305,-0.0567636118996404,38.864860534668,4.50923691774372,84.9519931520968,0.945800658748127,NA,70.464911219611,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2016,"","2025-10-07",1472.69922995631,-0.260186207109498,42.6814994812012,6.59650490696546,66.8123623254994,1.11531807564328,NA,69.1383107261612,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2017,"","2025-10-07",1472.97115180926,6.25867786304708,43.2540893554688,6.3993434156938,66.5259447771108,1.18906848577688,NA,68.5000851105972,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2019,"","2025-10-07",1463.43789056716,4.13257858250535,44.1287307739258,4.64496717329564,61.4236285063269,1.40054228515755,NA,67.7467251332871,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2021,"","2025-10-07",1409.04069884703,7.41018436260748,45.1505317687988,7.24097765588445,51.1627705030094,1.58738683329136,NA,66.7955117833261,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2015,"","2025-10-07",1479.61525980543,3.74706850139673,42.2618598937988,5.24587835022454,66.9286601070057,1.23411399068518,NA,69.6220672794621,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2014,"","2025-10-07",1475.73903934085,5.6337178620733,42.2156600952148,5.3702896100859,74.2365503064552,1.09449656954682,NA,69.952756588816,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2013,"","2025-10-07",1457.67290748026,4.92654186411528,41.1352310180664,5.74883133553456,75.696381187025,1.01331972625466,NA,70.8321359233157,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2018,"","2025-10-07",1471.43831747146,2.26046332883689,43.5594100952148,4.72080474200537,62.7869764064674,1.34246434877732,NA,68.0885438773855,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2013,"","2025-10-07",1805.52643337702,NA,46.4255905151367,2.43920076104126,12.5771644178818,3.52957241159645,NA,72.9033345134496,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2015,"","2025-10-07",1860.72769393488,NA,43.7089309692383,2.13081738058794,14.4415163483093,4.2048450576751,NA,72.2709478576196,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2016,"","2025-10-07",1815.16869287797,NA,42.3061790466309,1.48741550755545,15.8593606850199,4.34730804529171,NA,72.2171522000035,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2020,"","2025-10-07",1768.31356500952,NA,44.7343406677246,2.4903778393195,14.398383101914,3.86987074599945,NA,70.803235957811,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2014,"","2025-10-07",1857.25875463317,NA,42.5117301940918,1.76843582146222,13.9779872779756,3.39816952467019,NA,72.5374370019272,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2012,"","2025-10-07",1750.0258910552,NA,41.6457786560059,4.57837463515946,11.6107854284708,3.96379361733763,NA,73.2589962169391,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2017,"","2025-10-07",1808.71649348956,NA,42.4331703186035,1.72548602374726,14.9321541399808,4.93746796484023,NA,71.7587450740592,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2019,"","2025-10-07",1829.07062009788,NA,43.9062690734863,1.98309228487231,13.6480904439877,4.43693332668591,NA,71.329539073268,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2011,"","2025-10-07",1711.40576272057,NA,40.1716804504395,4.01869907534492,11.8565841060225,4.28979134597676,NA,73.5348261936692,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2021,"","2025-10-07",1796.60208538449,NA,45.5674285888672,3.74556782333006,15.368568909456,3.77616556361853,NA,70.9075859727742,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2018,"","2025-10-07",1814.688734184,NA,42.7145614624023,1.78404994832042,13.2928574362642,4.82782062800039,NA,71.5327209476342,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2010,"","2025-10-07",1677.42793720229,NA,38.3284301757812,2.20783532536524,13.0022871734935,4.18947507983956,NA,73.7623102854639,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2022,"","2025-10-07",1824.95329630102,NA,45.6372985839844,7.9309292543009,15.3738876124593,3.8896916469977,NA,70.9184144510031,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2023,"","2025-10-07",1841.75834617104,NA,46.4422416687012,5.48928568141135,NA,4.4080720918333,NA,71.4161221955426,"Aggregates","","","","Aggregates","Aggregates"
"Albania","AL","ALB",2023,"","2025-10-07",5444.93000074979,1.04304716606718,96.1368771236947,4.75976421930108,32.3894410028865,8.64718937738839,0.269279912716112,60.432,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2022,"","2025-10-07",5178.88431481499,1.62457382744661,97.3224714726407,6.72520271530052,33.7912432994927,9.17717165039736,-3.05376660769678,60.421,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2019,"","2025-10-07",4563.4673625169,-2.20736547770008,99.01515356567,1.41109078954247,33.725595513728,9.45012315653745,5.2229380433514,60.306,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2021,"","2025-10-07",4880.72346162808,19.5577337227201,97.665033031442,2.04147163139547,36.4341289878958,9.52947559706169,2.49145994207683,58.869,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2018,"","2025-10-07",4452.23714652476,2.40556767098259,98.822387862215,2.02805963071135,32.507358683887,9.48151283244675,4.41504942562581,59.296,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2020,"","2025-10-07",4437.65346927974,-0.881306800917002,95.9294474518951,1.62088661717011,37.7193413198794,9.61842001945748,6.07729489179422,57.78,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2014,"","2025-10-07",3883.63262828191,-1.0555670178661,103.321377531566,1.62586504402611,39.0603696115194,10.6872215602712,6.43617834102525,53.42,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2015,"","2025-10-07",3981.72662261867,2.25371917359813,102.440729325166,1.89617402592365,36.8808802178051,11.2540904144104,7.0515158846934,55.497,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2016,"","2025-10-07",4143.98988316994,3.88110284723118,99.170755047578,1.27543168367414,36.2098635348358,10.8936962925845,7.66467500861932,57.314,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2017,"","2025-10-07",4283.98262744437,7.58638111895151,97.5743697537481,1.98666133171195,34.1324652358472,9.89437224407924,3.40221801971973,58.057,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2011,"","2025-10-07",3677.89457937717,6.82282927830676,95.4705276489258,3.42912324722166,40.8904191085198,11.963216583924,10.5583645020081,59.938,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2012,"","2025-10-07",3720.22876474985,-8.80371618226663,97.6086120605469,2.03159268395297,41.048928970868,11.5932923255515,10.6295054309895,56.995,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2013,"","2025-10-07",3790.68016321899,-1.71321682381091,102.903209514161,1.93762080205226,39.7219957616212,10.0167971204892,9.44075587245952,52.418,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2010,"","2025-10-07",3579.82413181046,-8.89160656144669,93.6818237304688,3.62604695579816,38.5667222073844,13.1267801276088,8.35023474491163,55.202,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Algeria","DZ","DZA",2023,"","2025-10-07",4660.40545687895,9.89999999953461,101.264892578125,9.32217375928319,18.8693623092257,0.754181163385594,7.08459692087747,41.144,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2022,"","2025-10-07",4544.46688060372,2.60000000158965,104.550270080566,9.26551551551555,18.2351921382804,0.7555043343686,-12.1603164443163,41.398,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2012,"","2025-10-07",4518.43978956464,9.09999999985726,NA,8.8914509106232,12.9086438651722,0.0945838361596958,-0.00226526143978329,43.11,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2010,"","2025-10-07",4456.6102741643,7.8999999987053,100.739776611328,3.91106195534029,13.7901331989861,0.110576948771302,-6.53956357149489,43.507,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2021,"","2025-10-07",4456.74687637774,0.400000000047655,NA,7.22606307415475,22.659990400839,0.962189288322084,-6.84242363086498,39.852,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2013,"","2025-10-07",4543.23444006767,8.70000000080313,NA,3.25423910998842,15.0652748989807,0.0912495160252352,7.04435828748252,42.874,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2017,"","2025-10-07",4742.90075532529,1.6000000014588,NA,5.5911159096167,21.8603855833638,0.943690019644755,2.91790627930198,42.313,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2020,"","2025-10-07",4363.68533767783,-7.20000000061897,NA,2.41513094083414,26.1172134194462,1.03085687360381,13.3398767236666,39.552,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2019,"","2025-10-07",4672.66408678635,-0.599999999736326,NA,1.95176821052892,22.9128695368994,0.923106483245038,7.05471454760202,42.182,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2015,"","2025-10-07",4685.05902729002,5.20000000083812,NA,4.78444700693894,19.2203451351034,1.06531142146634,13.6683505561602,42.453,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2011,"","2025-10-07",4501.3543013352,1.90000000109889,103.184272766113,4.5242115050527,12.5651064123385,0.0929180630893872,-7.62022648935877,43.321,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2018,"","2025-10-07",4717.0035885361,2.09999999880537,NA,4.26999020467083,22.387148870126,1.0202789274424,1.72874977289301,42.266,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2014,"","2025-10-07",4634.10149179952,8.50000000096954,NA,2.91692692067458,16.4216636360138,1.02637284361066,6.45599979815453,42.603,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2016,"","2025-10-07",4768.73140081027,2.79999999762168,NA,6.39769480268751,20.2524548230485,1.10034374263179,7.08263567020895,42.326,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"American Samoa","AS","ASM",2017,"","2025-10-07",11930.7771236826,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2022,"","2025-10-07",13709.0974895473,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2010,"","2025-10-07",12446.3086265015,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2016,"","2025-10-07",12665.2829921268,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2011,"","2025-10-07",12521.8095058644,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2014,"","2025-10-07",12203.0894714284,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2015,"","2025-10-07",12727.4102651386,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2019,"","2025-10-07",12524.0160252283,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2012,"","2025-10-07",12068.2667374983,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2013,"","2025-10-07",11871.7937192729,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2018,"","2025-10-07",12412.6024074562,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2020,"","2025-10-07",13194.274740128,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2023,"","2025-10-07",NA,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2021,"","2025-10-07",13233.5784817341,NA,NA,NA,NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"Andorra","AD","AND",2021,"","2025-10-07",36929.0191515162,NA,98.0404205322266,NA,NA,1.59419659692228,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2016,"","2025-10-07",40085.0205971586,NA,94.6524124145508,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2020,"","2025-10-07",34536.6499209948,NA,97.1500396728516,NA,NA,1.6401350704862,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2022,"","2025-10-07",39780.3966116268,NA,98.5098724365234,NA,NA,1.31863016205126,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2023,"","2025-10-07",40227.2335282714,NA,99.5086517333984,NA,NA,1.27540274081638,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2015,"","2025-10-07",38654.9347203095,NA,91.2962188720703,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2014,"","2025-10-07",37300.6244183478,NA,88.978157043457,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2018,"","2025-10-07",39242.1448960772,NA,95.9804306030273,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2017,"","2025-10-07",39361.0622634329,NA,95.1090393066406,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2013,"","2025-10-07",35684.169433471,NA,86.7936096191406,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2010,"","2025-10-07",36277.2644412087,NA,85.4886322021484,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2019,"","2025-10-07",39346.2750344286,NA,96.574333190918,NA,NA,0.669148879183659,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2012,"","2025-10-07",36206.9784343227,NA,87.2305068969727,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2011,"","2025-10-07",37637.4868329126,NA,86.196891784668,NA,NA,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Angola","AO","AGO",2021,"","2025-10-07",2385.44881834294,5.40701947408493,53.1351542727131,25.7542948841891,10.4107253356593,0.0189927443523619,-13.9893722416012,76.372,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2010,"","2025-10-07",3114.69608592822,-9.04678168186069,28.2108038778932,14.4696564932577,NA,0.0214464794672161,-7.35379345592035,77.26,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2022,"","2025-10-07",2382.02263952585,8.4782227785692,NA,21.3552901320822,8.62886678212951,0.0134152542495911,5.63414289798035,75.615,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2023,"","2025-10-07",2334.66104267184,-5.27258991967527,51.4839046246776,13.6441017767715,9.55251865692922,0.014216841361803,-0.577616516625203,75.75,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2014,"","2025-10-07",3300.73510980871,3.44666951674566,NA,7.2803873036112,NA,0.0227784420031692,12.3805297687079,76.473,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2020,"","2025-10-07",2433.37637275564,-1.99030086129898,NA,22.271539247051,13.7246223259782,0.0166036941792851,8.02865685720961,74.729,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2015,"","2025-10-07",3213.90261080059,-1.92240678297654,NA,9.35597215533781,25.2401083054984,0.0122819350619397,21.1441815304817,76.187,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2011,"","2025-10-07",3099.9422899117,10.5506671428582,29.6869517832747,13.4824679218511,NA,0.000183157314750667,-9.87635683819663,77.315,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2018,"","2025-10-07",2775.74642272991,-5.54219372367422,NA,19.6289379701521,14.9352704887729,0.00198770732462953,-5.84400335159219,75.316,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2019,"","2025-10-07",2664.43850995544,16.5608544527573,NA,17.080954143438,15.3409215605835,0.00485976371509548,0.0909187909267894,75.021,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2013,"","2025-10-07",3268.63890723473,1.64670341216471,NA,8.77781429332625,NA,0.0276844929710311,12.6108021815433,76.756,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2016,"","2025-10-07",3020.98332805417,-19.5265328707657,54.4167987304753,30.6944150806719,21.0984099001473,0.00755861664156952,-4.92200309657161,75.899,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2012,"","2025-10-07",3236.57494513146,7.17287862777273,NA,10.2779049218839,NA,0.0315095160059489,8.764706245119,77.037,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2017,"","2025-10-07",2911.60084214038,3.00017239154123,NA,29.8444799015679,17.0006850586294,0.00192453909233653,-5.55269798288808,75.609,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Antigua and Barbuda","AG","ATG",2011,"","2025-10-07",15633.9091131821,NA,116.185371398926,3.45674967234604,67.7158524340669,2.27570759512823,9.67014410302778,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2017,"","2025-10-07",16992.9327495236,NA,117.209930419922,2.43248789041367,44.2266252584994,1.56497100082879,8.9650908443246,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2012,"","2025-10-07",15989.3900199779,NA,117.228363037109,3.37688044338876,61.878190497643,2.18690263078164,7.41717718893727,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2020,"","2025-10-07",14950.8942397208,NA,NA,0.625989707046714,53.7704057805227,2.56585012934811,6.84865145111171,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2016,"","2025-10-07",16635.895232831,NA,NA,-0.489437796230531,47.0134239034493,1.79280405783904,10.0980953388989,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2019,"","2025-10-07",18525.2588907167,NA,NA,1.43135598182988,41.9491312714393,2.13590441518768,7.84312471568055,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2010,"","2025-10-07",16135.397384487,NA,115.466743469238,3.37002540220151,69.9672803619414,2.22777009731304,9.24335141112449,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2015,"","2025-10-07",16077.6340769406,NA,117.55770111084,0.968993458825594,48.6317411322758,2.17354673183728,6.84159391303445,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2021,"","2025-10-07",16084.7214406048,NA,NA,2.06299638545329,45.4347464248891,2.82536157975282,2.35704800577082,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2023,"","2025-10-07",17789.4058123944,NA,108.880778588808,5.06713865364216,38.0118435193016,1.7389598236213,1.71819620277611,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
