"Year","ISO_Code","Countries","ECONOMIC FREEDOM ALL AREAS","EFW RANK","EFW QUARTILE","1Ai Government consumption without interest payments","data","1Aii Government consumption plus interest payments","data.1","1A Government consumption","1B  Transfers and subsidies","data.2","1C  Government investment","data.3","1Di Top marginal income tax rate","data.4","1Dii Top marginal income and payroll tax rate","data.5","1D  Top marginal tax rate","IE State ownership","Area 1 Size of Government","Area 1 Rank","2A  Judicial independence","2B  Impartial courts","2C  Property rights","2D  Military interference","2E Legal integrity","2F Contracts","2G Real property","2H Police and crime","Gender Disparity Index","Area 2 Legal System & Property Rights -- Without Gender Adjustment","Area 2 Legal System & Property Rights -- With Gender Adjustment","Area 2 Rank","3A  Money growth","data.6","3B  Standard deviation of inflation","data.7","3C  Inflation","data.8","3D  Foreign currency bank accounts","Area 3 Sound Money","Area 3 Rank","4Ai  Trade tax revenue","data.9","4Aii  Mean tariff rate","data.10","4Aiii  Standard deviation of tariff rates","data.11","4A  Tariffs","4Bi  Non-tariff trade barriers","4Bii  Costs of importing and exporting","4B  Regulatory trade barriers","4C  Black market exchange rates","4Di  Financial openness","4Dii  Capital controls","4Diii Freedom of foreigners to visit","4Div Protection of Foreign Assets","4D  Controls of the movement of capital and people","Area 4 Freedom to trade internationally","Area 4 Rank","5Ai  Ownership of banks","5Aii Private sector credit","5Aiii  Interest rate controls/negative real interest rates)","5A  Credit market regulation","5Bi  Labor regulations and minimum wage","5Bii  Hiring and firing regulations","5Biii  Flexible wage determination","5Biv  Hours Regulations","5Bv Cost of worker dismissal","5Bvi  Conscription","5Bvii Foreign Labor","5B  Labor market regulations","5Ci  Regulatory Burden","5Cii  Bureacracy costs","5Ciii  Impartial Public Administration","5Civ Tax compliance","5C  Business regulation","5Di  Market openness","5Dii Business Permits","5Diii Distorton of the business environment","5D Freedom to enter markets and compete","Area 5 Regulation","Area 5 Rank","World Bank Region","World Bank Current Income Classification, 1990-Present"
2023,"CAN","Canada","7.92","11","1","3.5970588235294123","27.77","3.1917778302566608","29.147955377127353","3.3944183268930366","6.899182561307903","11.879999999999999","9.5685714285714276","16.510000000000002","5","45-54","5","45-55","5","7.0750000000000002","6.3874344633544728","102","7.961722226","7.954851994613696","8.8597198324999997","10","8.34375","7.0483413576893055","4.9667335779201895","8.1766977947163895","1","7.9139770979299469","7.9139770979299469","17","8.3345941095824827","8.3270294520875865","8.6186077072308205","3.453480731922947","8.4480000000000004","3.88","10","8.8503004542033263","46","9.7733333333333334","0.34","9.24","3.8","2.6736000000000004","18.315999999999999","7.2289777777777786","7.96801885","9.8899412947692795","8.9289800723846398","10","10","7.6923076923076925","5.6","8.5089695454166669","7.9503193094310909","8.5270692898983782","34","10","10","10","10","5.3666666666666663","6.7579097142857147","8.5558823529411754","5.0749999999999993","6.9568533485365887","10","6.4303135875000006","7.0203750957043072","4.8313486583333338","6.4444444444444438","8.1675000000000004","6.7657891163584294","6.5522705547840525","8.8124215201853531","6.8545487942873908","8.75","8.1389901048242468","7.9279089388281516","7","North America","High Income"
2023,"LUX","Luxembourg","7.92","11","1","0.85882352941176521","37.08","0.7634250845859345","37.404354712407823","0.81112430699884985","4.3160762942779298","21.36","6.4465015428237837","27.437244600116756","5","46","5","46","5","8.6850000000000005","5.0517404288201133","148","8.321723377555557","8.3384653671398947","9.2449188233333324","10","9.1357499999999998","9.1520195517586753","5.1516751151693025","9.2973689241666673","1","8.5802401448904284","8.5802401448904284","8","9.5245924659899561","2.3770376700502194","9.4860975527936588","1.2847561180158502","8.5039999999999996","3.74","10","9.3786725046959027","9","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","8.7177320325000007","9.9816568824615466","9.3496944574807728","10","10","3.8461538461538463","9.16","9.1332232954166663","8.0348442853926283","8.9856572104505883","7","8","9.7172034564021992","10","9.2390678188007325","3.3999999999999995","0.28571428571428581","5.3941176470588239","3.0750000000000011","4.6222222222222218","10","7.4376289050000004","4.88781186571362","5.8854222300000005","8","9.5274999999999999","8.4417435221352193","7.9636664380338047","7.9746324767383658","8.3900684384034285","8.75","8.371566971713932","7.6155282735655225","15","Europe & Central Asia","High Income"
2023,"GBR","United Kingdom","7.88","13","1","4.3794117647058828","25.11","3.5379601260438251","27.970935571450994","3.958685945374854","5.692098092643052","16.310000000000002","9.4428571428571431","16.95","5","45","2","64-66","3.5","7.9124999999999996","6.1012282361750092","115","7.5827541003333332","7.4594207040881351","8.746527433333334","10","8.1982500000000016","6.3457617399851758","8.9238246206286966","7.2395499549999993","1","8.0620110691710849","8.0620110691710849","14","9.2001736605714157","3.9991316971429214","8.8537944337947057","2.8655139155132363","7.2840000000000007","6.79","10","8.8344920235915296","47","9.7666666666666675","0.35","9.24","3.8","7.2336","6.9160000000000004","8.7467555555555556","7.0597060525000011","9.3174599740596342","8.1885830132798176","10","10","4.6153846153846159","8.4","9.1468413670833328","8.0405564956169879","8.7439737661130899","22","8","4.8878923766816147","10","7.6292974588938707","6.8999999999999995","5.6524448571428572","8.0098040882352954","8.5","6.5267630913790171","10","6.2022415515816753","7.3987505126198352","5.5608034133333328","7.5555555555555554","8.2925000000000004","6.8610683913348165","7.0674818400559261","9.3389814016230925","9.5150199673462268","6.9663131490915795","8.6067715060202996","7.6755753293974838","12","Europe & Central Asia","High Income"
2023,"CRI","Costa Rica","7.85","14","1","6.2529411764705891","18.739999999999998","4.88269876656521","23.398824193678287","5.5678199715178991","8.4359673024523154","6.24","9.3114285714285732","17.41","9","25","4","44","6.5","7.4824999999999999","7.4595431690797582","39","7.2206154716666662","6.3683892518307621","7.0554530616666673","10","6.5772500000000003","5.2221195704224916","6.9290799530666476","4.7048232646450163","1","6.7597163216622818","6.7597163216622818","37","9.3490309084065455","3.2548454579672814","8.9809921857548538","2.5475195356128655","9.7880000000000003","0.53","10","9.5295057735403503","4","9.0066666666666659","1.49","9.6","2","8.6720000000000006","3.32","9.0928888888888881","6.232633391666667","7.4686458933025044","6.8506396424845857","10","10","6.1538461538461542","8.94","7.1999122699999996","8.0734396059615374","8.5042420343337533","36","5","10","9","8","5.0999999999999996","6.7449664999999994","7.7705882352941185","3.1749999999999998","8.1696712222222203","10","6.2311389049999999","6.7416235517880496","2.7796208866666667","5.5555555555555554","9.23","6.6536958516803271","6.0547180734756374","6.0406942238607559","8.6650560325075752","6.7073317954232472","7.1376940172638585","6.9835089106318859","42","Latin America & the Caribbean","High Income"
2023,"FIN","Finland","7.84","15","1","2.2264705882352942","32.43","2.004586553180236","33.184405719187197","2.1155285707077649","3.7656675749318795","23.380000000000003","9.3510979521342232","17.271157167530223","3","48-54","1","63-68","2","7.3624999999999998","4.9189588195547733","151","8.562880494111111","8.4057322755612685","9.6683776375000008","10","9.5709999999999997","8.1321883706031155","6.8066399931316024","9.7692608833333345","1","8.8645099567800543","8.8645099567800543","3","9.7454895304694134","1.2725523476529332","9.3302541506384671","1.6743646234038321","7.5","6.25","10","9.1439359202769701","21","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","7.7198346458333322","9.1310709960716352","8.4254528209524828","10","10","3.0769230769230771","9.16","8.8322858012499985","7.7673022195432688","8.6877112848561762","27","10","9.1290469676242587","10","9.7096823225414202","1.7666666666666675","4.1191274999999994","5.0941176470588232","3.0750000000000002","5.3095521863333328","3","6.1706809200000006","4.0764492742941183","6.4912605283333322","6.2222222222222223","9.1875","8.24558030894854","7.5366407648760241","9.8892722047808626","9.8583407604608233","7.5","9.0825376550805625","7.6013275041980322","16","Europe & Central Asia","High Income"
2023,"DEU","Germany","7.84","15","1","2.9911764705882362","29.83","2.8748939090122811","30.225360709358245","2.9330351898002585","2.5722070844686651","27.76","10","13.023255813953488","5","47","5","47","5","8.5250000000000004","5.8060484548537845","127","7.6839063082222232","8.4024024175023388","8.5923417408333336","10","8.5982500000000002","8.133475130848737","7.3711866153071064","7.1656115850000006","1","8.2433967247142164","8.2433967247142164","13","9.3097417852887077","3.4512910735564617","9.1247530072272163","2.1881174819319589","7.62","5.95","10","9.0136236981289812","32","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","8.2777778308333332","9.1825501305568267","8.7301639806950799","10","10","3.0769230769230771","9.16","8.4688735008333325","7.6764491444391023","8.741175806015784","23","5","9.0597969161338838","10","8.0199323053779619","4.9333333333333327","3.7214765000000001","5.2788017058823531","3.6250000000000004","4.6753732659404781","10","6.8915597599999998","5.5893635093080238","5.6896297133333329","7.5555555555555554","9.91","7.5281834150086837","7.6708421709743932","8.6444723666660455","8.8624544908762726","7.5","8.3356422858474399","7.4039450678769541","21","Europe & Central Asia","High Income"
2023,"JPN","Japan","7.83","17","1","3.4863373266927056","28.146453089244801","3.1795856014471306","29.189408955079756","3.3329614640699181","3.7029972752043596","23.610000000000003","9.5828571428571419","16.46","3","56","3","56","3","9.5449999999999999","5.8327631764262851","126","8.0039837145555559","7.7620138572449768","9.3438994883333333","8.33","8.6602500000000013","7.9432362860109151","6.7203118270676736","9.3617431324999991","0.88235294117647056","8.2656797882140562","7.7794633300838179","19","9.4812191417335772","2.5939042913321053","9.3705107640684773","1.5737230898288042","8.6920000000000002","3.27","10","9.3859324764505132","8","9.7342781222320642","0.39858281665190437","9.26","3.7","5.3823999999999996","11.544","8.1255593740773548","6.8792827925000006","8.7268092574868739","7.8030460249934368","10","10","8.4615384615384617","6.14","8.6133470137499994","8.3037213688221154","8.5580816919732268","31","8","8.151373074346953","10","8.717124358115651","8.0666666666666664","6.6167305714285707","6.8382352941176467","4.95","5.9588600297152778","10","3.7545744575","6.5978667170611658","5.0118597350000007","7.7777777777777777","7.7850000000000001","6.7798007744431921","6.8386095718052422","8.0160580440984468","9.1514848843204462","7.5","8.2225143094729649","7.5940287391137566","17","East Asia & Pacific","High Income"
2023,"MLT","Malta","7.82","18","1","2.4117647058823528","31.8","3.591589875980616","27.788594421665906","3.0016772909314842","6.8256130790190737","12.149999999999999","8.9209074187614963","18.776824034334762","7","35","7","35","7","6.78","6.5056395577424109","94","6.6712242518888898","5.9554451799477643","8.412278095833333","10","7.8409999999999993","6.3079339803198851","7.5947367950774023","6.3938593866666666","0.94117647058823528","7.3970597112167429","7.1794991314750742","27","9.0289410602389708","4.855294698805146","9.2319111300073082","1.9202221749817294","7.9640000000000004","5.09","10","9.0562130475615703","25","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","8.5253667833333324","8.9180547991487238","8.7217107912410281","10","10","7.6923076923076925","9.16","8.5441221795833329","8.8491074679727575","9.0322270895356844","4","10","8.3066617045031634","10","9.4355539015010539","3.0666666666666664","3.4285714285714288","5.3941176470588239","6.25","4.4555555555555548","10","6.767408053333333","5.6231884787408299","4.791666666666667","6.2222222222222223","7.3524999999999991","7.9709518104871888","6.5843351748440195","7.3175006693633016","7.9956334806499685","7.5","7.6043780500044234","7.3118639012725817","23","Middle East & North Africa","High Income"
2023,"EST","Estonia","7.76","19","1","3.4382352941176473","28.31","3.3323263958957732","28.67009025395437","3.3852808450067102","5.5885558583106265","16.690000000000001","7.5341414761393288","23.630504833512351","10","20","4","42","7","7.9574999999999996","6.2930956358913326","107","7.9213256823333351","7.0291938605240221","8.6913959183333329","8.33","7.9590000000000005","6.3995592257884804","7.2035239804793836","7.9055317241666661","1","7.6799412989531524","7.6799412989531524","20","8.1862304516347741","9.0688477418261257","7.6893162863239581","5.7767092841901064","6.3359999999999994","9.16","10","8.0528866844896818","78","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","7.9784329982582456","9.9378702111243022","8.9581516046912739","10","10","5.3846153846153841","9.16","8.9076838891666661","8.3630748184455115","8.9698291305164339","8","10","9.0290846877673232","10","9.6763615625891077","3.3666666666666654","3.8770372142857146","7.8441176470588232","5.5750000000000002","4.9201057077506611","3","4.3984182675000003","4.7116207861802666","5.2014541633333335","8.2222222222222232","9.6449999999999996","9.7197668383047446","8.1971108059650746","8.0836223360551962","9.2393084552742089","8.75","8.690976930443135","7.8190175212943958","9","Europe & Central Asia","High Income"
2023,"CYP","Cyprus","7.75","20","1","4.7882352941176478","23.72","4.4353410890565845","24.919840297207614","4.6117881915871166","4.8501362397820165","19.400000000000002","10","13.050806057645334","7","35","5","39","6","8.35","6.7623848862738267","76","6.7587942818888891","6.5024601014436847","7.0589526491666668","8.33","7.9407500000000013","5.3821242015549799","8.165426019813534","6.95006609","0.94117647058823528","7.1360716679834697","6.9261872071604262","31","9.6315010946901616","1.8424945265491877","8.8070199182991296","2.9824502042521779","8.5839999999999996","3.54","10","9.2556302532473218","13","9.6742702967868528","0.48859455481972047","9","5","7","7.5","8.5580900989289503","8.3970657983333332","9.3150918665092064","8.8560788324212698","10","8.75","6.9230769230769234","9.16","8.1598414975000004","8.2482296051442319","8.9155996341236126","13","10","10","10","10","5","3.214285714285714","4.7058823529411766","5.5750000000000002","4.822222222222222","1","4.8235986633333336","4.1629984218260629","4.4522289433333331","8","8.1850000000000005","9.3302427435483377","7.4918679217204183","6.1872689501325677","4.9983711845722887","6.25","5.8118800449016179","6.8666865971120243","51","Europe & Central Asia","High Income"
2023,"MUS","Mauritius","7.73","21","1","6.6941176470588237","17.239999999999998","5.9996632070257361","19.601145096112496","6.3468904270422799","7.7329700272479567","8.8199999999999985","7.0142857142857142","25.45","10","20","8","28","9","6.8874999999999993","7.39632923371519","46","6.8620200198888881","6.5885550076219683","7.3464596274999998",NA,"6.1579999999999995","5.5837094886785588","7.3278802624307202","6.8186974525000004","1","6.6693316940885898","6.6693316940885898","39","8.8219238658476318","5.8903806707618411","8.4192585461651408","3.9518536345871453","7.18","7.05","10","8.6052956030031922","55","9.8533333333333335","0.22","9.8400000000000016","0.8","8.5632000000000001","3.5920000000000005","9.4188444444444457","8.2485246658333331","8.5437921122845708","8.396158389058952","10","7.2561231255531311","4.6153846153846159","10","7.0067862670833332","7.2195735020052698","8.7586440838771669","21","8","6.9445968184311573","9","7.9815322728103864","6.4238100462260554","7.0762471434379055","6.1521625262966664","8.6389503920933279","7.7506696645141355","10","5.2958059308333336","7.333949386200203","5.0223024683333328","8.8888888888888893","3.9725000000000001","6.7153471472532829","6.1497596261188763","8.0868805084757263","9.3613025231283871","5","7.4827276772013711","7.2369922405827092","29","Sub-Saharan Africa","Upper-Middle Income"
