"Year","iso3c","Countries","World Bank Region","World Bank Current Income Classification, 1990-Present","ECONOMIC FREEDOM ALL AREAS","area1","area2","area3","area4","area5"
2023,"SAU","Saudi Arabia","Middle East & North Africa","High Income",6.95,6.54593479862717,5.85613372801665,8.57780777527675,7.13344365916564,6.65827084566434
2023,"HRV","Croatia","Europe & Central Asia","High Income",6.94,5.56087397346591,6.18346298836944,8.30987141059122,8.46877723990177,6.16290697514837
2023,"GMB","Gambia, The","Sub-Saharan Africa","Low Income",6.93,7.89493420419939,5.41492300602989,7.2325875074636,7.2791278837426,6.80462291212047
2023,"BWA","Botswana","Sub-Saharan Africa","Upper-Middle Income",6.92,6.42796944336318,6.0394077818555,8.72594603206126,7.36485971816286,6.05933935272015
2023,"MEX","Mexico","Latin America & the Caribbean","Upper-Middle Income",6.91,8.08912217290075,4.62548757262556,7.65974377227123,8.11044866550203,6.08852780715991
2023,"BHS","Bahamas, The","Latin America & the Caribbean","High Income",6.9,8.81206900778918,6.25461008248688,6.30929337606874,5.64923416744783,7.45476258199834
2023,"UGA","Uganda","Sub-Saharan Africa","Low Income",6.87,6.93757190915372,4.95910991605504,8.97029326506358,7.02643597123609,6.4754346341538
2023,"BTN","Bhutan","South Asia","Lower-Middle Income",6.84,6.86971134660833,6.81153445473528,6.51593521251755,6.91019531460351,7.0742839195663
2023,"KAZ","Kazakhstan","Europe & Central Asia","Upper-Middle Income",6.84,7.8316398499585,5.6684890500454,7.42447254996195,7.02723067253997,6.24297876318411
2023,"MNG","Mongolia","East Asia & Pacific","Upper-Middle Income",6.83,6.74690451094648,5.77248803771137,7.77562202684305,7.27972382585438,6.56916603688951
2023,"POL","Poland","Europe & Central Asia","High Income",6.8,5.58126661748803,6.46609155175927,6.92929525214307,8.48278167518128,6.53961894792157
2023,"KHM","Cambodia","East Asia & Pacific","Lower-Middle Income",6.79,8.86920315741627,3.2696112301251,9.15083411479164,7.39941111487674,5.27987783988024
2023,"BRB","Barbados","Latin America & the Caribbean","High Income",6.76,7.328034206533,6.1280363007574,7.42449176154694,6.74042385766895,6.19567897918157
2023,"MKD","North Macedonia","Europe & Central Asia","Upper-Middle Income",6.76,6.84529301312875,4.7635490960634,7.1839586972572,7.72191185224141,7.29070325693621
2023,"QAT","Qatar","Middle East & North Africa","High Income",6.71,5.6734119968471,5.46968137860725,7.61336991113235,8.38644426226396,6.40569530468047
2023,"KEN","Kenya","Sub-Saharan Africa","Lower-Middle Income",6.68,6.54386751147807,5.10108638954354,8.87639964558398,6.41131167037655,6.47618319017053
2023,"TTO","Trinidad and Tobago","Latin America & the Caribbean","High Income",6.65,6.62422101267152,5.32083711171945,7.94851379238823,6.84547597248489,6.52813911904711
2023,"OMN","Oman","Middle East & North Africa","High Income",6.61,4.85033580387538,5.57001563736688,8.29045930049628,7.45851010101545,6.868116214087
2023,"ZAF","South Africa","Sub-Saharan Africa","Upper-Middle Income",6.61,6.05286458188352,5.8757913752381,7.68457056296794,6.96589161364021,6.47413899401506
2023,"MDA","Moldova","Europe & Central Asia","Upper-Middle Income",6.59,7.59297857432064,5.78550652544713,6.30150123477079,7.62752326026781,5.63998467064202
2023,"IND","India","South Asia","Lower-Middle Income",6.58,7.68040353236239,5.43022527716154,7.58843751925648,6.21276252412845,5.9875976304961
2023,"BRA","Brazil","Latin America & the Caribbean","Upper-Middle Income",6.57,6.53539482141741,5.06754360323474,8.60366981067504,7.48893205246884,5.1387758792181
2023,"KGZ","Kyrgyz Republic","Europe & Central Asia","Lower-Middle Income",6.56,7.41753901374395,4.33508606735078,7.36920111369287,7.49744533829236,6.18592205587328
2023,"SRB","Serbia","Europe & Central Asia","Upper-Middle Income",6.56,6.36118959720801,5.40181735799058,6.53858028164106,8.05557699556037,6.43730707913424
2023,"NPL","Nepal","South Asia","Lower-Middle Income",6.54,7.15989949711381,4.98188888462074,7.36779787722056,6.05326266766138,7.14180282909549
2023,"KWT","Kuwait","Middle East & North Africa","High Income",6.49,5.80068727917475,5.34108747432184,7.7621070902598,7.35466053613521,6.19778636580548
2023,"NIC","Nicaragua","Latin America & the Caribbean","Lower-Middle Income",6.43,6.54094219456566,3.43447373981308,8.43468348425061,7.89887671157632,5.86123450629779
2023,"BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper-Middle Income",6.4,6.70912829260822,4.54738577499657,6.1766661447022,7.721108518942,6.84664820590674
2023,"COL","Colombia","Latin America & the Caribbean","Upper-Middle Income",6.38,6.94432713180323,4.77578704098673,6.73759043289224,6.79921124921411,6.65392327238351
2023,"MAR","Morocco","Middle East & North Africa","Lower-Middle Income",6.38,6.87743505106505,5.36282653970698,6.34644631755644,7.09050872079282,6.24264790872826
2023,"NAM","Namibia","Sub-Saharan Africa","Lower-Middle Income",6.38,7.33940051288253,6.15843047608995,6.37307883084475,6.50700056124854,5.51634579582505
2023,"RWA","Rwanda","Sub-Saharan Africa","Low Income",6.37,4.98287162951499,5.99044742441575,6.77200414982,7.56050771411073,6.54035062364012
2023,"BEN","Benin","Sub-Saharan Africa","Lower-Middle Income",6.33,8.03805122973212,4.32003411503162,6.742104167251,6.06852072246591,6.46579360994375
2023,"TJK","Tajikistan","Europe & Central Asia","Lower-Middle Income",6.33,5.78142819344947,3.76177779262293,8.79820522658686,7.19800925663443,6.09320425166549
2023,"ECU","Ecuador","Latin America & the Caribbean","Upper-Middle Income",6.32,6.62269628221653,4.51074208512345,7.87277246352347,6.84470230463583,5.7577268680971
2023,"SOM","Somalia","Sub-Saharan Africa","Low Income",6.28,9.52897309264305,2.1466427213993,9.0013459006659,6.37860238858524,4.32905484795031
2023,"BFA","Burkina Faso","Sub-Saharan Africa","Low Income",6.27,7.02203784751674,4.27351470929983,6.88185847096133,6.63058867916494,6.56440083161695
2023,"TZA","Tanzania","Sub-Saharan Africa","Lower-Middle Income",6.27,5.86654855077232,5.22456633315583,7.9162708616059,5.7635046898578,6.59823220987091
2023,"ZMB","Zambia","Sub-Saharan Africa","Lower-Middle Income",6.24,6.51815641027258,5.26685587584075,7.18560967564,6.67462682437745,5.53396582467918
2023,"MOZ","Mozambique","Sub-Saharan Africa","Low Income",6.21,7.11871582545552,4.51893835851239,7.50529852350688,6.57175179879941,5.31994115816711
2023,"VNM","Vietnam","East Asia & Pacific","Lower-Middle Income",6.21,6.52186974789916,5.30478646134754,6.80945466913527,6.57132571623747,5.85056121364419
2023,"SEN","Senegal","Sub-Saharan Africa","Lower-Middle Income",6.15,7.0996608293328,4.60345054432808,6.21690909353211,6.85083498371858,5.98092427954188
2023,"CHN","China","East Asia & Pacific","Upper-Middle Income",6.13,4.70185452088259,4.94340983236885,8.34025731723395,7.08035075948176,5.57216268424526
2023,"LBR","Liberia","Sub-Saharan Africa","Low Income",6.12,7.10221848316993,3.83234958279023,8.45734586786814,5.81964153572527,5.37059759426909
2023,"DJI","Djibouti","Middle East & North Africa","Lower-Middle Income",6.1,5.15054096638656,3.70299122296157,9.23402508479587,5.7575846218394,6.65506366924449
2023,"MRT","Mauritania","Sub-Saharan Africa","Lower-Middle Income",6.09,6.38926470588235,3.45080288834041,7.7490936315103,6.79165104118965,6.08113405416937
2023,"PNG","Papua New Guinea","East Asia & Pacific","Lower-Middle Income",6.09,5.65217541917019,4.72624902685046,6.3699545766587,7.26385112837079,6.4587921060597
2023,"CIV","Côte d'Ivoire","Sub-Saharan Africa","Lower-Middle Income",6.08,6.58670385817463,5.27409097364129,6.69132190471577,5.87780770652691,5.96565206466934
2023,"FJI","Fiji","East Asia & Pacific","Upper-Middle Income",6.08,5.58275910999346,4.82190883565899,6.84929642981133,6.21741919048917,6.93465165054726
2023,"TGO","Togo","Sub-Saharan Africa","Low Income",6.07,6.93587263914199,4.56413761310478,6.58007952665869,6.26037569496326,6.01365880110009
2023,"BOL","Bolivia","Latin America & the Caribbean","Lower-Middle Income",6.05,5.94262078572121,4.12952829904319,9.29090370701541,6.45681373435238,4.41892332377314
2023,"MDG","Madagascar","Sub-Saharan Africa","Low Income",6.02,6.88563169886946,3.20057291417102,7.2270661538443,7.02215249692611,5.75068557104738
2023,"HTI","Haiti","Latin America & the Caribbean","Lower-Middle Income",6.01,8.780878746594,2.55859251211099,4.93275783320042,7.76827034956409,6.01626008271745
2023,"BLZ","Belize","Latin America & the Caribbean","Upper-Middle Income",5.99,6.23573487274316,3.97595153936682,6.28998891449582,6.56898844653208,6.88694091024329
2023,"TLS","Timor-Leste","East Asia & Pacific","Lower-Middle Income",5.97,4.35324386920981,4.55462604606512,6.23437780075629,7.84231243432113,6.85836315923904
2023,"LSO","Lesotho","Sub-Saharan Africa","Lower-Middle Income",5.96,5.5078306963353,4.42830130413934,7.53832184718345,6.57994003972177,5.74371977333055
2023,"BLR","Belarus","Europe & Central Asia","Upper-Middle Income",5.92,6.13402754579292,3.58732469019904,8.76541099356752,6.46208887749221,4.67310758068533
2023,"NGA","Nigeria","Sub-Saharan Africa","Lower-Middle Income",5.89,8.87141639045076,4.00246030932193,6.658218957332,3.52421353537302,6.38507789226671
2023,"TUN","Tunisia","Middle East & North Africa","Lower-Middle Income",5.88,5.41095013353019,4.62466060645618,7.14110798383807,6.59220693526161,5.61377516763853
2023,"GIN","Guinea","Sub-Saharan Africa","Lower-Middle Income",5.87,7.43795168067227,3.36354514428998,7.06971012871892,5.92983954448304,5.53052109568991
2023,"NER","Niger","Sub-Saharan Africa","Low Income",5.87,7.80665365499419,3.18737305456354,6.71729046739257,5.75266073331651,5.90054147240664
2023,"BGD","Bangladesh","South Asia","Lower-Middle Income",5.83,8.36961027609168,3.4516276857511,6.24130131443388,5.6446353490845,5.43407072140605
2023,"GHA","Ghana","Sub-Saharan Africa","Lower-Middle Income",5.81,8.13284350689624,5.31175386110226,2.69779209312719,6.6628994467396,6.26950650225047
2023,"LKA","Sri Lanka","South Asia","Lower-Middle Income",5.81,7.44786940557636,5.18555362805766,3.2913458681077,6.84290518005556,6.27233388857513
2023,"AZE","Azerbaijan","Europe & Central Asia","Upper-Middle Income",5.8,4.67179844224628,4.6448058106115,6.48251601136704,7.21049901035089,5.98051287992106
2023,"MLI","Mali","Sub-Saharan Africa","Low Income",5.8,6.99457540462111,3.38157198915876,6.74449786577399,6.38377810509909,5.49627118826355
2023,"LAO","Lao PDR","East Asia & Pacific","Lower-Middle Income",5.65,7.32680836341323,4.44968562272624,4.11274587559876,6.59842632716868,5.76086529428524
2023,"CMR","Cameroon","Sub-Saharan Africa","Lower-Middle Income",5.64,7.54804925548455,3.25516339037953,6.13485895117236,5.46700009678147,5.80946522927508
2023,"PAK","Pakistan","Middle East & North Africa","Lower-Middle Income",5.62,8.27141856178285,4.03084934463762,3.8316619519838,5.96876377480256,6.00838979042922
2023,"SLE","Sierra Leone","Sub-Saharan Africa","Low Income",5.6,7.15242857142857,4.9657137542471,3.82753622603164,6.62810514484437,5.41747652711278
2023,"COM","Comoros","Sub-Saharan Africa","Lower-Middle Income",5.51,6.37992121848739,2.920388012658,5.87114747401887,6.46619009745189,5.92716435379064
2023,"SUR","Suriname","Latin America & the Caribbean","Upper-Middle Income",5.5,6.52803564119564,4.85982798356135,3.60588733422659,6.63086189935451,5.89615496583505
2023,"GUY","Guyana","Latin America & the Caribbean","High Income",5.47,3.8736712184874,4.26569999975146,6.51633322961615,6.22833876143865,6.48152208278594
2023,"TUR","Türkiye","Europe & Central Asia","Upper-Middle Income",5.44,6.79049592099527,4.71947860895049,2.79018997587928,7.17821465443084,5.72034765735575
2023,"SWZ","Eswatini","Sub-Saharan Africa","Lower-Middle Income",5.39,5.19071163280611,3.02121324026035,7.75656320963285,5.64088961852452,5.35003990598497
2023,"IRQ","Iraq","Middle East & North Africa","Upper-Middle Income",5.37,4.7883884577613,2.49452385118626,6.64555183926462,7.12689965483235,5.80255520777303
2023,"GNB","Guinea-Bissau","Sub-Saharan Africa","Low Income",5.32,6.45130245476983,2.7643628552812,6.14123897924577,6.32266273020344,4.89886321060186
2023,"GAB","Gabon","Sub-Saharan Africa","Upper-Middle Income",5.24,6.48267099004314,3.86873549918798,5.6464478852823,5.56734553535987,4.64803104941918
2023,"LBN","Lebanon","Middle East & North Africa","Lower-Middle Income",5.24,8.66624457033981,3.54053417159952,4.39361993378539,3.63156416785477,5.98023088350848
2023,"UKR","Ukraine","Europe & Central Asia","Upper-Middle Income",5.24,5.80129303001855,4.56906505550823,5.25891088213888,5.98975419600179,4.581162902186
2023,"AGO","Angola","Sub-Saharan Africa","Lower-Middle Income",5.16,7.8344215184942,3.47757731392818,4.37891066535734,4.97171094287228,5.1350529688287
2023,"MWI","Malawi","Sub-Saharan Africa","Low Income",5.14,6.22303151063259,4.8238706258129,4.41630688511023,4.18335990742948,6.07222414328941
2023,"RUS","Russian Federation","Europe & Central Asia","High Income",5.09,5.78151611835819,4.68429102054386,5.4397913679623,5.1303230098616,4.43856062755014
2023,"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower-Middle Income",5.08,5.32231796647708,3.48583578086002,5.96012495093887,6.12252576876356,4.49935581370079
2023,"YEM","Yemen, Rep.","Middle East & North Africa","Low Income",5.08,8.30237763939882,2.16992808220732,7.47368687810214,4.61221477615971,2.85276010342612
2023,"COD","Congo, Dem. Rep.","Sub-Saharan Africa","Low Income",5.03,7.43852931521589,2.61908410138119,5.16062865689865,5.2658060089517,4.66253791236421
2023,"BDI","Burundi","Sub-Saharan Africa","Low Income",5.01,6.48172330701792,3.40593411087543,5.73813526162055,3.61188601495443,5.79028354884308
2023,"CAF","Central African Republic","Sub-Saharan Africa","Low Income",4.96,6.63883071545649,2.20325651671889,6.43043493137572,5.12536622323319,4.40730272805867
2023,"COG","Congo, Rep.","Sub-Saharan Africa","Lower-Middle Income",4.85,5.91888517331048,3.43858004863252,4.8736318122103,5.6669643856987,4.37290258335296
2023,"TCD","Chad","Sub-Saharan Africa","Low Income",4.84,7.55422265472947,2.73233290064681,4.55939434418793,5.23472101116311,4.10829513332846
2023,"LBY","Libya","Middle East & North Africa","Upper-Middle Income",4.8,3.601875,3.35588803664948,7.05827910628257,5.70404181454169,4.2695662540834
2023,"SYR","Syrian Arab Republic","Middle East & North Africa","Low Income",4.62,7.03997742312184,2.74075282329227,4.69990560251179,5.0330523130923,3.57650306049488
2023,"ARG","Argentina","Latin America & the Caribbean","Upper-Middle Income",4.48,6.18428802202933,5.54306382133754,1.25,3.61580510628379,5.79491138764573
2023,"MMR","Myanmar","East Asia & Pacific","Lower-Middle Income",4.46,6.83562659379132,2.81044763584068,3.88894211440182,4.25666258782986,4.52086711265647
2023,"IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper-Middle Income",4.37,6.96702870578769,3.20431630579829,5.19743690282281,2.479518382986,4.01767901201102
2023,"DZA","Algeria","Middle East & North Africa","Upper-Middle Income",4.24,4.29691319784453,3.78830455849267,6.38211059353065,2.59399440188779,4.11826336077796
2023,"SDN","Sudan","Sub-Saharan Africa","Low Income",4,7.7169159912478,1.65848653653947,1.25,5.23536258164287,4.13553409056568
2023,"ZWE","Zimbabwe","Sub-Saharan Africa","Lower-Middle Income",3.91,5.52685203375867,3.61016625074923,1.25,3.97522718971647,5.19456900425115
2022,"ALB","Albania","Europe & Central Asia","Upper-Middle Income",7.48,7.63048730273695,5.58431093583918,8.75589794502667,8.52803336927418,6.90033590922925
2022,"DZA","Algeria","Middle East & North Africa","Lower-Middle Income",4.34,4.31808966843276,3.77337085901981,6.37076496656587,3.13717466234016,4.10385782754948
2022,"AGO","Angola","Sub-Saharan Africa","Lower-Middle Income",4.5,7.26123564208146,3.53371798545075,3.74686564981672,2.96949987558412,5.00003560771759
2022,"ARG","Argentina","Latin America & the Caribbean","Upper-Middle Income",4.67,6.19078534517697,5.41411944378765,2.54516221478043,4.1990968680075,4.99539432779037
2022,"ARM","Armenia","Europe & Central Asia","Upper-Middle Income",7.32,8.00595204731841,5.64485905747528,8.46957712703234,8.08223153677071,6.39380458552038
2022,"AUS","Australia","East Asia & Pacific","High Income",7.99,6.12179640979304,8.68921770755115,8.79830372957299,8.1263757150195,8.2384936703086
2022,"AUT","Austria","Europe & Central Asia","High Income",7.52,5.20968101278497,8.48580513489301,8.43562218660001,8.66975609995045,6.81338170843527
2022,"AZE","Azerbaijan","Europe & Central Asia","Upper-Middle Income",5.6,4.63139852486803,4.40900479039335,6.24634538080957,7.18589901035089,5.51216218547662
2022,"BHS","Bahamas, The","Latin America & the Caribbean","High Income",6.8,8.67078782448589,6.19083072859861,6.07739308340131,5.69451513807363,7.3505842214656
2022,"BHR","Bahrain","Middle East & North Africa","High Income",7.36,7.3032787045441,4.6393223689277,8.87096508637333,8.35035284655325,7.63151416125969
2022,"BGD","Bangladesh","South Asia","Lower-Middle Income",5.91,8.26771047932294,3.43748654060416,6.467233741285,5.93906529463804,5.43223993985709
2022,"BRB","Barbados","Latin America & the Caribbean","High Income",6.86,7.32277296041032,6.12432568640073,7.89584080861104,6.74042385766895,6.19567897918157
2022,"BLR","Belarus","Europe & Central Asia","Upper-Middle Income",5.75,6.22838059314806,3.64355549075291,7.8102496330348,6.43324443304777,4.62118945348997
2022,"BEL","Belgium","Europe & Central Asia","High Income",7.45,4.60092132699327,7.98268363498076,8.6562317718493,8.84054532719404,7.18478642018413
2022,"BLZ","Belize","Latin America & the Caribbean","Lower-Middle Income",5.96,6.25930070717776,3.8465386840131,6.17320481490712,6.56502177986541,6.98076426945684
2022,"BEN","Benin","Sub-Saharan Africa","Lower-Middle Income",6.25,7.6163117339338,4.30411020715629,6.83129696724229,6.06852072246591,6.45190472105486
2022,"BTN","Bhutan","South Asia","Lower-Middle Income",6.77,6.83606842612356,6.83188493635443,6.25860945857344,6.84362864793685,7.0742839195663
2022,"BOL","Bolivia","Latin America & the Caribbean","Lower-Middle Income",6.13,5.92975828262049,4.14043483697336,9.42180048725446,6.44948040101904,4.68436137864464
2022,"BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper-Middle Income",6.2,6.75749162551029,4.57827000211348,5.36904891648393,7.677708518942,6.62067087747537
2022,"BWA","Botswana","Sub-Saharan Africa","Upper-Middle Income",6.73,6.39196944336318,6.08448341956848,8.07324458060581,7.24197403553273,5.83470393605348
