"year","iso3c","countryname","wb_region","wb_income_group","gdp","inv","edu","inf","credit","rem","intr","lab_part","ef","area1","area2","area3","area4","area5"
2022,"BGD","Bangladesh","South Asia","Lower-Middle Income",1804.3493461776,11.653372524114,67.0384586440383,7.69695437176898,38.9555684288032,4.6737649876073,1.9724805725071,61.873,5.91,8.26771047932294,3.43748654060416,6.467233741285,5.93906529463804,5.43223993985709
2022,"BLZ","Belize","Latin America & the Caribbean","Lower-Middle Income",6269.37997445105,12.8430296377607,87.4381668552162,6.27689319447547,42.4853629750237,5.00287535464959,1.18509513714019,61.975,5.96,6.25930070717776,3.8465386840131,6.17320481490712,6.56502177986541,6.98076426945684
2022,"BTN","Bhutan","South Asia","Lower-Middle Income",3349.73309632799,29.3394239075752,89.9829129407455,5.63916671396366,67.8714365442651,3.31086657464961,7.75571252215728,63.094,6.77,6.83606842612356,6.83188493635443,6.25860945857344,6.84362864793685,7.0742839195663
2022,"BOL","Bolivia","Latin America & the Caribbean","Lower-Middle Income",3172.91046695036,5.59645639350876,90.3729338176816,1.74632872945968,72.8896473103825,3.31578734598445,2.51180760296509,78.267,6.13,5.92975828262049,4.14043483697336,9.42180048725446,6.44948040101904,4.68436137864464
2022,"BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper-Middle Income",6327.06293910437,0.303150978084332,87.0373992919922,14.0208440826771,48.0992917361806,10.5208784489857,-7.55577424769101,48.838,6.2,6.75749162551029,4.57827000211348,5.36904891648393,7.677708518942,6.62067087747537
2022,"BRA","Brazil","Latin America & the Caribbean","Upper-Middle Income",9032.08481566299,1.08947522438045,106.031188964844,9.28010608956872,70.6060973782971,0.25481314242508,28.3960928177676,63.527,6.46,6.4083244583374,4.98039536822969,8.17073513072779,7.38071017910411,5.36136942334643
2022,"BGR","Bulgaria","Europe & Central Asia","Upper-Middle Income",9601.43271269533,6.49287911706082,96.6720733642578,15.3252589264367,44.7272898788277,2.31142154213049,-10.5008398917712,56.668,6.97,6.93505967115544,5.59255287791645,7.55536499327429,8.38973749986297,6.35357670128239
2022,"COL","Colombia","Latin America & the Caribbean","Upper-Middle Income",6856.72590505374,11.4980442524374,101.573776245117,10.1772313546166,44.1883129591759,2.7354220776326,0.767867659467483,63.159,6.46,6.91994487595988,4.83269205615079,6.90637019337318,7.12280325653893,6.50365693351532
2022,"CRI","Costa Rica","Latin America & the Caribbean","Upper-Middle Income",13686.1614090906,1.45639876235191,131.907592773438,8.27477490232656,52.6621990604764,0.895844948117856,1.01661806527497,61.491,7.61,7.42896298090994,6.57842328758383,8.80571897103826,8.25035314544486,7.0082998305841
2022,"CZE","Czechia","Europe & Central Asia","High Income",20627.348651011,6.31068511154164,102.935562133789,15.1001651468372,48.6347695390782,1.37578324481376,-4.09132848170344,59.865,7.59,6.43049932707371,7.67216257531734,7.9966418826544,8.85166948820566,6.99365524265716
2022,"DOM","Dominican Republic","Latin America & the Caribbean","Upper-Middle Income",8698.13592094395,5.13856747964286,76.5283197247412,8.81109209279586,27.965465423142,9.05734336867233,2.09839283957292,63.224,7.37,8.59344773556293,5.41605198310756,8.42459953028906,8.13773376616182,6.28044595487578
2022,"GEO","Georgia","Europe & Central Asia","Upper-Middle Income",5736.30449578597,9.88856701480412,103.710205488304,11.8981654203198,63.0726082732066,15.4242760609985,5.10459321971571,63.026,7.51,7.35862480636584,5.82143354485179,7.98680115328426,8.80466837579909,7.60179129475135
2022,"GTM","Guatemala","Latin America & the Caribbean","Upper-Middle Income",4385.14877653813,4.2980484990899,45.8926232164663,6.88512823344283,36.594842783507,19.0341687086046,5.21874155090896,60.241,7.58,9.11771149490202,4.56155285041649,8.80778841730249,8.37334101439331,7.05958000654286
2022,"HND","Honduras","Latin America & the Caribbean","Lower-Middle Income",2482.22384904714,2.63816034166548,53.8605804443359,9.08963911525025,70.0841626239484,27.0011044721289,4.84358653793857,63.915,6.97,8.86003977931007,4.09018031259657,8.33219671415363,7.05604451402289,6.4867733201165
2022,"HKG","Hong Kong SAR, China","East Asia & Pacific","High Income",43281.7214533226,-7.43783180805013,106.185208398621,1.88136707196852,264.442110646291,0.116680816832558,3.35883468344075,57.851,8.53,7.33152016119799,7.59973738936148,9.52257975207693,9.66121348142498,8.52919613046755
2022,"HUN","Hungary","Europe & Central Asia","High Income",16506.4721041768,0.650084939008309,102.908576965332,14.6081439492433,35.9336144130878,2.23746079799553,-3.08894888227913,59.922,7.13,6.14061715685547,6.6651611986707,7.61287732720942,8.69587385620779,6.54339408336359
2022,"ISL","Iceland","Europe & Central Asia","High Income",57804.7610694483,16.1003352751374,112.589393615723,8.30875511558923,94.586871636634,0.678678410506865,-1.15189709039544,74.468,7.68,5.90337420606556,8.54290350298365,8.65606086313943,8.43181008321073,6.85224942681253
2022,"IDN","Indonesia","East Asia & Pacific","Upper-Middle Income",4024.91225288391,3.8700050827909,97.8167602714893,4.20946463714783,35.2884329632688,0.99228904198387,-0.957376340510305,67.018,6.95,8.48792440695855,4.71467883117187,8.92316928615963,7.03264381533948,5.58930017587301
2022,"ISR","Israel","Middle East & North Africa","High Income",42516.3888090274,10.6480101485524,96.5853729248047,4.41162725488366,70.1421605731468,0.240907416807883,-1.88413919577426,64.738,7.52,6.02391971482291,6.53570449755037,9.02658920400486,8.70762366844331,7.31064255809083
2022,"ITA","Italy","Europe & Central Asia","High Income",33891.8866526216,7.36177804098594,101.353858947754,8.20128991161714,69.5868608578087,0.500437914318257,-1.15112854557422,49.034,7.23,5.18648035006172,6.72901658791093,8.78104998579405,8.96879105247049,6.47094387392902
2022,"KEN","Kenya","Sub-Saharan Africa","Lower-Middle Income",1747.53198804428,-0.832076445758133,83.7738192286218,7.65986268272222,31.2584163915549,3.54717907214312,5.02892162749755,67.191,6.8,6.92750215750439,5.10975040786972,8.9359982807756,6.40401167037655,6.64496082214609
2022,"KOR","Korea, Rep.","East Asia & Pacific","High Income",33690.3788793046,-0.50348108954482,97.8181304931641,5.0895136506284,174.967769247283,0.466839292456602,2.97897986524902,63.794,7.49,6.1942410480278,7.16705021937119,9.07404637587375,7.99712814418997,7.03827472623009
2022,"MYS","Malaysia","East Asia & Pacific","Upper-Middle Income",11174.2100761842,6.79078422387384,78.8341986282999,3.37869862549933,113.132875531132,0.396882023362933,-2.3452788679138,65.675,7.46,7.21326331186305,5.42872558855276,9.28240420952014,7.88660975950975,7.50518624894788
2022,"MEX","Mexico","Latin America & the Caribbean","Upper-Middle Income",10013.366859074,7.47643939468094,98.3576583862305,7.89627619168551,34.2597422077016,4.1908754859514,1.4516823269749,60.946,6.92,8.15761467903167,4.68144225223533,7.47696315290535,8.09632644327981,6.16962593756427
2022,"MDA","Moldova","Europe & Central Asia","Upper-Middle Income",3611.95484829954,-10.533104981959,97.6136725974109,28.7372976766236,27.5106411671297,14.0294158168182,-5.93886430788655,72.531,6.4,7.67604205002891,5.87131504791659,5.24108905718159,7.612142071404,5.57697906727681
2022,"MNE","Montenegro","Europe & Central Asia","Upper-Middle Income",7808.54763337242,0.121946377625392,92.1609725952148,13.0403036347004,47.3174810880048,13.3253872207854,-5.97834503011821,48.355,7.05,6.68634453781513,5.67808845011211,7.96136982048377,8.28784181352024,6.66133374251431
2022,"NAM","Namibia","Sub-Saharan Africa","Upper-Middle Income",3905.55135201003,9.91889859330321,81.8163691171532,6.08128114112416,61.0232473125515,0.648827712131453,2.06338643820406,59.132,6.26,7.23370084091034,6.22732350473482,6.344815268321,6.34782278347076,5.16281488815682
2022,"MKD","North Macedonia","Europe & Central Asia","Upper-Middle Income",6250.62720952063,3.69703909700638,91.4516372680664,14.2047173195833,54.2953220350026,3.27695424528674,-3.89499080119212,52.925,6.69,7.02258384161654,4.82562748863934,6.70020772575939,7.72027851890808,7.2015396640456
2022,"NOR","Norway","Europe & Central Asia","High Income",79620.1635455079,0.29479862261968,119.442527770996,5.76412317852275,110.276168888199,0.105568628356321,-19.6029294936781,65.752,7.45,5.48758241488172,8.85510771043698,7.80707163239544,8.27594707579288,6.83067427273748
2022,"PER","Peru","Latin America & the Caribbean","Upper-Middle Income",6667.51695632036,0.831842179204685,103.591468811035,8.33370630096233,45.6681533476048,1.50805544629239,7.73476381608658,74.473,7.29,7.67070860228281,5.09717377418899,8.32322629063459,8.48226688482398,6.85243635958583
2022,"ROU","Romania","Europe & Central Asia","Upper-Middle Income",12114.8715109948,5.44183209778977,83.0334701538086,13.7954887432521,25.1339572608586,2.96311774307304,-3.86724262256508,52.603,7.32,6.88387267994653,6.88375153380102,7.9437841964728,8.51737077173024,6.3505069710046
2022,"RWA","Rwanda","Sub-Saharan Africa","Low Income",948.413687606773,-4.0086243066806,44.1547093958443,17.6892095588153,22.8466317008821,3.56076089315464,0.495362461056007,60.164,6.36,4.88854568809297,5.96566167761315,6.92591593204079,7.52987334165429,6.50425929255441
2022,"ZAF","South Africa","Sub-Saharan Africa","Upper-Middle Income",5783.86090401536,4.78731432985182,104.535066506498,7.03987272546481,91.721858565369,0.21450298986945,3.61854067530864,56.942,6.6,6.05234511466218,5.91391730751063,7.60082318366427,6.95853605808466,6.48156914772191
2022,"THA","Thailand","East Asia & Pacific","Upper-Middle Income",6278.7855138276,2.24387348479944,88.0661686868399,-1.6106803048669,156.452416603849,1.79902603650806,-1.45349274947652,67.181,6.93,6.80246885642556,5.07733973052205,8.98238264993255,7.08411897065188,6.68330725038784
2022,"URY","Uruguay","Latin America & the Caribbean","High Income",18228.3558443761,12.2737937283135,121.137930191204,9.10437983075439,26.6238341080853,0.177304603447649,5.43776304977575,63.181,7.16,6.43747968108789,6.29209442152003,8.1842200286997,7.98687864145637,6.89601825189167
2022,"VNM","Vietnam","East Asia & Pacific","Lower-Middle Income",3617.66311465012,5.86620018915707,93.4123434096522,3.15650749963127,124.961478822546,3.19268406571154,3.41861684479736,74.482,6.17,6.27764180672269,5.33666615200809,6.81371222255788,6.57099238290413,5.84627019890736
2021,"ALB","Albania","Europe & Central Asia","Upper-Middle Income",4880.72346162808,19.5577337227201,97.665033031442,2.04147163139547,36.4341289878958,9.52947559706169,2.49145994207683,58.869,7.64,7.55584451883378,5.48302187119492,9.44826982647422,8.50666424999327,7.1966325211999
2021,"AGO","Angola","Sub-Saharan Africa","Lower-Middle Income",2385.44881834294,5.40701947408493,53.1351542727131,25.7542948841891,10.4107253356593,0.0189927443523619,-13.9893722416012,76.372,4.88,7.45183240059147,3.46397431974259,3.44842370698152,5.49901619928803,4.51436719031104
2021,"ARG","Argentina","Latin America & the Caribbean","Upper-Middle Income",12549.2811699342,34.0165275992703,115.735778808594,48.4093786255199,13.2644289814535,0.185543785281081,-11.8618379642845,60.358,4.66,6.18167260077612,5.43718978644058,2.96263474721148,3.36986326300667,5.37302726622691
2021,"ARM","Armenia","Europe & Central Asia","Upper-Middle Income",4264.79961505187,23.5999999993084,91.4853735120921,7.18483629443367,61.6738125458808,11.2171827452107,4.54758816004105,63.149,7.34,7.81475949927033,5.82579359093268,8.65026642613406,8.14900556487579,6.28118110152686
2021,"BGD","Bangladesh","South Asia","Lower-Middle Income",1702.08028414189,8.09077914886846,66.8282318620991,5.54565430773475,39.0820163295701,5.33437804101103,3.07621573539091,61.184,5.82,8.23973179056711,3.37332713811903,6.58248394995793,5.4698185835603,5.4317171978668
2021,"BLR","Belarus","Europe & Central Asia","Upper-Middle Income",6457.73053774952,-5.94990771814712,100.42063921059,9.46028389623105,29.1729868961267,1.65049350927473,-4.51680261378975,63.999,5.93,6.18666685812506,3.75738052518563,8.3862076349858,6.29652059782555,5.03085121245084
2021,"BLZ","Belize","Latin America & the Caribbean","Upper-Middle Income",5824.30394264153,26.1772853185596,88.8215546932903,3.23563659237068,47.7763241277809,5.59211323861015,7.75862589812764,61.821,5.91,6.12940584779274,3.84055980511921,6.63575484494064,5.93617576138167,6.9899208736479
2021,"BEN","Benin","Sub-Saharan Africa","Lower-Middle Income",1176.37727637273,17.8194873843935,44.2737998962402,1.73353962694033,15.5860792794621,1.30551361314992,4.55750151392328,75.987,6.21,7.60167307847162,4.35857448765823,6.98708993755188,5.72567453940523,6.39246212843517
2021,"BTN","Bhutan","South Asia","Lower-Middle Income",3206.20366997254,20.5969634696124,92.5248380307052,7.3468144053353,64.8888785590367,2.64978293694613,5.92037924542768,69.094,6.59,6.21001146266402,6.8092874121202,6.02607031170731,6.82962997998497,7.05286837553498
2021,"BOL","Bolivia","Latin America & the Caribbean","Lower-Middle Income",3098.35062383781,11.9129223398936,90.4144137410078,0.737383721452307,74.4706626922107,3.50803987162291,3.90645447037414,77.79,6.07,5.92147778478459,4.16669361604214,9.48146326439526,6.09024264601944,4.68226435636323
2021,"BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper-Middle Income",5995.44817572385,5.15820227529422,85.6761474609375,1.98163900587619,53.2893799799953,10.4675310309183,-1.67991069991249,48.812,6.38,6.76441401920199,4.47639489695285,6.77685609706161,7.05858600545052,6.80445064390136
2021,"BWA","Botswana","Sub-Saharan Africa","Upper-Middle Income",6895.91184943107,0.287557386657269,70.6292572021484,7.24097765588445,34.5320284641638,0.323109444570893,-2.88937004470252,63.994,6.8,6.39196944336318,6.15350848360976,8.92552187797095,6.44107220997116,6.09005522093821
2021,"BRA","Brazil","Latin America & the Caribbean","Upper-Middle Income",8799.22945810901,12.907119093023,106.651893615723,8.30165975585677,68.8052246830253,0.2455346442576,15.0108849870915,62.456,6.38,6.41895341038142,4.97926987259058,8.35413631700095,6.72359885449792,5.40520245213232
2021,"BGR","Bulgaria","Europe & Central Asia","Upper-Middle Income",9168.85176416607,-8.3294776315703,98.7087631225586,3.29774435299508,48.1309267521347,2.38149723335558,-2.66479476559977,55.293,7.31,7.01886391944561,5.46234083253301,9.16050191309525,8.36739668524897,6.54345654524419
2021,"BFA","Burkina Faso","Sub-Saharan Africa","Low Income",745.472563435144,3.91702169505375,38.1480312365517,3.65326761825511,29.4819696538483,2.89859371271546,6.13021813204196,49.712,6.18,7.14222723414318,4.44601846425428,6.34385774985194,6.21499543845898,6.73885111036306
2021,"COL","Colombia","Latin America & the Caribbean","Upper-Middle Income",6457.16921807086,16.6960751585674,102.987998962402,3.49505757399449,47.9124060650503,2.70254419060708,1.42458739392359,64.33,6.48,6.83872886161873,4.81635357763905,7.89978688191181,6.50105798074529,6.32923988508017
2021,"CRI","Costa Rica","Latin America & the Caribbean","Upper-Middle Income",13146.6927918545,7.83419082486286,138.903381347656,1.72647755109242,56.5895695810768,0.9145998443438,3.0653070934028,61.763,7.72,7.36412481744464,6.54499717562381,9.56119682038638,8.29669160859386,6.83142327830968
2021,"CZE","Czechia","Europe & Central Asia","High Income",20373.8783043424,6.74952730732483,102.089942932129,3.83984491500143,52.0361206166061,1.5076553829427,-0.800024637010102,59.45,7.74,6.19264466856809,7.74070749178157,9.18105608709415,8.81048658367043,6.7817202184602
2021,"DOM","Dominican Republic","Latin America & the Caribbean","Upper-Middle Income",8344.90510312395,24.3343888747628,75.7044807816311,8.2430034798181,27.7700298032382,11.3260079151082,2.22649861934434,63.174,7.27,8.59476929892762,5.37141344285027,8.5590258560649,7.53787652449498,6.29157337034556
2021,"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower-Middle Income",3837.31992324447,-2.87605858207029,81.8833487066739,5.21404940513041,28.2307543894277,7.4144321712116,4.36620669870869,42.987,5.35,5.32328803389417,3.51936548942472,8.00112546127221,5.49740573059692,4.40749645706292
2021,"GMB","Gambia, The","Sub-Saharan Africa","Low Income",689.49323955737,-8.72983744390467,107.027125590442,7.37034758876617,8.87544997363302,27.1602920462379,11.2848180137213,47.773,7.03,7.85412327982964,5.19600464841484,8.59254039354985,6.67574728751093,6.82887055915008
2021,"GEO","Georgia","Europe & Central Asia","Upper-Middle Income",5175.19865185825,-4.76001695386404,106.201856681079,9.56691433824769,72.9083897422508,14.0238156359641,2.06923029310572,60.708,7.46,7.36883374933215,5.87730423095049,8.16309767142617,8.66678772752348,7.22245540811563
2021,"GTM","Guatemala","Latin America & the Caribbean","Upper-Middle Income",4268.62845750072,19.8452567736825,48.157456034521,4.26105127422814,35.6614903895423,17.821386842392,8.78202137425094,57.907,7.58,9.13161306284267,4.66155188496149,9.17736162442216,7.8469190371054,7.08562834480318
